201680003000,200620483997;200680405573;200331029253;200620428333;200610471095;200920556922;200150597820;200920573640;200150555794;200920415995;200920527329;200610434663;200330974675;200800450041;200620771251;200920439520;200360401329;200610522096;200330524170;200330767427
201360002259,200920400870;200610450537;200950596447;200610499550;200150758901;200610400152;200610479424;200920408547;200920575779;200920416035;200950442745;200150415737;200610479995;200950690625;200800416150;200610467619;200150572973;200610458222;200920497673;200150533735
201920000843,200920521424;200610517575;200610444040;200610487820;200920589349;200610435050;200610436493;200680424727;200610524576;200610502242;200620643724;200680440591;200920569425;200150746800;200150636815;200610445821;200680496358;200920419915;200610515064;200950687741
201330000971,200620438653;200330556891;200331055205;200330628188;200920660113;200950717921;200620511634;200800442557;200150444880;200331064966;200150638907;200330917695;200680756821;200331046687;200330733554;200150626350;200150447410;200610532950;200330864892;200150699860
201680001418,200920600175;200680770913;200610456352;200610454864;200610464742;200950446811;200920673197;200920403896;200800438427;200610494950;200610509298;200610473353;200920466591;200800416533;200610407959;200610442968;200620699494;200680729297;200950444676;200150431391
201620002887,200800476529;200920650252;200920446940;200800461101;200610467934;200150435786;200330804541;200620500876;200680676761;200150753044;200610519987;200150718482;200150606295;200730440151;200620489190;200330777785;200360442699;200150484198;200620518709;200680519606
201920000092,200330913273;200920408767;200680506280;200610529312;200610505928;200610439387;200620596172;200920406655;200331033317;200920525884;200610473934;200920469837;200920609988;200150654141;200610456405;200680567974;200610474226;200920510965;200920477762;200800445634
201330002131,200150699543;200680668436;200610502242;200620613995;200620404080;200150554167;200620578806;200680708449;200950559813;200331001697;200950400638;200150751726;200360548109;200360422868;200331026297;200680775250;200330499862;200330591095;200680720866;200920430171
201920004894,200330688758;200330778753;200330820815;200331023900;200330873075;200330459700;200330686800;200330419448;200330794598;200331026506;200330711213;200330745507;200330582115;200330472306;200330752724;200330700913;200330601036;200330688579;200330964022;200330771956
201920003347,200610438698;200800436142;200920456582;200150549959;200730499453;200680762172;200680513628;200150585195;200620402059;200920542086;200620571028;200620544103;200680574065;200610495582;200920458721;200150481381;200150406845;200680619085;200620480094;200610414813
201330000004,200920462462;200150740046;200610496114;200920610907;200610422371;200920422427;200610530872;200920561266;200920525420;200800461101;200920490913;200920418265;200150762108;200920470693;200610441223;200920623343;200920538012;200920492346;200610413552;200920474099
201620004392,200800496887;200920487835;200800509116;200800451996;200610450338;200920618523;200610420261;200920406282;200330650756;200610434859;200800470022;200920660239;200920567460;200920550141;200730489250;200330472548;200920522787;200610498961;200920584916;200800474248
201950002499,200800476684;200920642734;200730455557;200330714457;200920465996;200680753257;200680429878;200150594765;200610445057;200330867078;200150667279;200610531459;200150706371;200920671494;200800526744;200800402455;200331011834;200920412734;200680663231;200800513268
201800000556,200620742500;200150758901;200610501930;200620485865;200920403896;200680659419;200150509183;200331068227;200150656486;200150712138;200920560299;200150668727;200920653731;200920489820;200610458211;200920415782;200950749385;200150597851;200150695958;200150657307
201150004231,200150574421;200330401210;200920535648;200330600049;200610502242;200920542985;200331057253;200150737268;200150443310;200620613995;200150621810;200620482905;200360651695;200950463420;200920603711;200950718932;200150536403;200331046687;200330683696;200150560068
201330004500,200680521582;200950548841;200680598020;200800476235;200800501044;200150436429;200680695789;200680615327;200610420261;200620620600;200150451059;200920603986;200150730432;200800427113;200610459812;200150706671;200920485520;200330472548;200920650993;200920588969
201330000205,200330536603;200330521160;200150731250;200150666871;200150440446;200680496294;200620402297;200150572700;200330634955;200150464303;200150442885;200620757397;200620569216;200330813829;200150573462;200620618256;200330467517;200730503078;200150574944;200620406144
201150000484,200330745745;200920660113;200330742026;200150609451;200680553580;200680537451;200150721275;200150725671;200610502242;200680721302;200150602069;200920606312;200620718856;200150490044;200360800749;200330681575;200920673871;200330952315;200330848936;200330444792
201680004819,200610498484;200610428597;200610411333;200610409108;200920673449;200610531530;200610468546;200150660814;200610494647;200950458753;200800410818;200610490996;200610494300;200610443923;200950776895;200150645712;200800419449;200150580442;200610481574;200610408488
201680004336,200330608721;200330505932;200680780382;200950458067;200680410129;200680405420;200680757075;200331064437;200330919517;200330571653;200150649807;200920403673;200920468029;200730497317;200620637866;200620540045;200680517963;200150451304;200150420361;200920631889
201610001977,200610447004;200610532499;200610485566;200610448478;200610513958;200150515086;200610488055;200680758862;200610438488;200680477184;200610534156;200610404763;200620415302;200610497415;200680788118;200610405009;200920631651;200920680097;200610525254;200610503867
201330000967,200680783789;200610494300;200610511662;200610449503;200920483007;200920452464;200610407991;200610493279;200610448129;200610517823;200920636869;200150617175;200610438776;200950537591;200610496352;200610402108;200610479451;200610529085;200920596405;200610485539
201330002270,200920620784;200950464948;200150539678;200620768233;200950625085;200330570004;200800528668;200950428242;200610452296;200330869779;200920454219;200330900133;200150723310;200620521514;200950671045;200330741544;200950539306;200920630769;200330580024;200330961666
201680001526,200800476684;200920667385;200920656623;200920542827;200920588737;200950744071;200920577138;200150526667;200920488855;200610510410;200680671456;200920453297;200920654299;200150580952;200680464350;200920598120;200920533767;200150687569;200920660239;200150700994
201360000677,200150626785;200680739736;200800414322;200950458753;200800489072;200800409959;200920662436;200331030967;200800461922;200360511405;200800421749;200800530656;200920508787;200800483210;200800520958;200150631288;200150527798;200800467872;200330672479;200920598548
201920000562,200680588046;200150735421;200920617752;200150593738;200150482197;200330810815;200150698273;200330672479;200680786060;200610519617;200150492771;200150571776;200150594366;200920411247;200150718302;200610505206;200920589523;200150403762;200150758901;200920532554
201330000125,200920550129;200800429660;200920506449;200920561164;200680598020;200920409951;200800414161;200920499711;200680506877;200800505948;200800461101;200920654541;200920560212;200920563696;200920648799;200920455458;200920582853;200920435219;200920484926;200920572271
201620004718,200610432953;200920435817;200610513562;200150698455;200920551335;200610497954;200920562563;200920496644;200920611698;200920479844;200920555394;200920612613;200920423827;200920540121;200610467709;200610429304;200920452920;200920535032;200330910283;200610426534
201920003306,200331012499;200620760856;200330980606;200920482785;200330831308;200680603765;200680482080;200680404069;200330515666;200800500467;200330780762;200360681892;200330447658;200150490044;200680761970;200330401446;200150591798;200330857383;200920451838;200330421626
